venue_city,segment_name,min_price,max_price,average_price,venue_latitude,venue_longitude
Bronx,Sports,144.75187969924812,730.0375939849624,437.39473684210526,40.8285237,-73.9276264
Brookfield,Arts & Theatre,26.377777777777776,84.4888888888889,55.43333333333333,43.03523,-88.16302
Brookfield,Music,0.0,0.0,0.0,43.0228465144,-88.16835118885
Brookings,Arts & Theatre,32.75,76.25,54.5,44.3141281,-96.7516901
Brooklyn,Arts & Theatre,29.32894736842105,48.030701754385966,38.67982456140351,40.674690000000005,-73.98983684210528
Brooklyn,Miscellaneous,37.226190476190474,91.88095238095238,64.55357142857143,40.69913414380952,-73.96938973857144
Brooklyn,Music,40.42744897959184,83.87801020408163,62.15272959183673,40.70365630367347,-73.95956148321429
Brooklyn,Sports,58.0125,4420.0625,2239.0375,40.68285,-73.97519
Brookville,Arts & Theatre,31.785714285714285,107.5,69.64285714285714,40.8119256,-73.6197704
Brookville,Miscellaneous,75.0,699.0,387.0,40.8119256,-73.6197704
Brookville,Music,34.125,121.0625,77.59375,40.8119256,-73.6197704
Buffalo,Arts & Theatre,40.80833333333334,81.16794871794872,60.98814102564102,42.917301942179485,-78.85118400307692
Buffalo,Miscellaneous,25.991666666666664,143.40416666666667,84.69791666666667,42.906447750000005,-78.852863925
Buffalo,Music,48.0025,129.764375,88.8834375,42.90782073,-78.85476570875
Buffalo,Sports,18.732558139534884,165.97674418604652,92.3546511627907,42.90460458930233,-78.85833365465116
Burgettstown,Music,29.75,149.75,89.75,40.4197818,-80.4342124
Burnsville,Arts & Theatre,43.416666666666664,53.583333333333336,48.5,44.774079,-93.279512
Burnsville,Miscellaneous,40.0,40.0,40.0,44.774079,-93.279512
Burnsville,Music,47.75,64.33333333333333,56.041666666666664,44.774079,-93.279512
Cabazon,Arts & Theatre,45.666666666666664,65.66666666666667,55.666666666666664,33.92210864,-116.80553543
Cabazon,Music,56.5,90.25,73.375,33.92210864,-116.80553543
Cambridge,Music,20.951219512195124,25.097560975609756,23.024390243902438,42.365456585365855,-71.10510390243903
Camden,Arts & Theatre,86.0,461.0,273.5,39.940917,-75.12875
Camden,Music,44.625,174.625,109.625,39.940917,-75.12875
Camdenton,Music,95.8,153.4,124.6,38.0281236,-92.76615919999999
Canandaigua,Music,45.0,195.0,120.0,42.8669872,-77.2443877
Canton,Miscellaneous,25.0,100.0,62.5,40.80788,-81.373083
Canton,Music,20.0,95.0,57.5,40.80788,-81.373083
Carnation,Music,65.5,95.5,80.5,47.63918,-121.90221
Cary,Arts & Theatre,31.76,89.26,60.51,35.849107,-78.89094
Cary,Music,85.0,99.0,92.0,35.849107,-78.89094
Cary,Sports,25.0,25.0,25.0,35.785826,-78.755193
Casper,Arts & Theatre,35.25,107.75,71.5,42.86851,-106.33257
Casper,Miscellaneous,32.0,87.0,59.5,42.86851,-106.33257
Casper,Music,39.5,89.5,64.5,42.86851,-106.33257
Cedar Park,Arts & Theatre,59.65,246.65,153.15,30.539319499999998,-97.82448
Cedar Park,Miscellaneous,39.0,124.0,81.5,30.5393195,-97.82448
Cedar Park,Music,33.7,133.45,83.575,30.539319499999998,-97.82448
Cedar Park,Sports,21.009090909090908,125.41818181818182,73.21363636363637,30.5393195,-97.82448
Cedar Rapids,Arts & Theatre,51.0,61.0,56.0,41.98029754,-91.66747781
Cedar Rapids,Miscellaneous,30.0,330.0,180.0,41.98029754,-91.66747781
Cedar Rapids,Music,25.25,98.75,62.0,41.98029754,-91.66747781
Cedar Rapids,Sports,25.244999999999997,95.245,60.245000000000005,41.98029754,-91.66747781
Chandler,Arts & Theatre,38.05882352941177,55.0,46.529411764705884,33.30627888235294,-111.84961035294117
Chandler,Music,40.166666666666664,73.55555555555556,56.861111111111114,33.294743000000004,-111.90778300000001
Chapel Hill,Arts & Theatre,22.0,77.0,49.5,35.9905962,-78.9238083
Charles Town,Arts & Theatre,62.5,117.5,90.0,39.29716807,-77.85236187
Charles Town,Music,45.55555555555556,71.66666666666667,58.611111111111114,39.29716807,-77.85236187
Charleston,Arts & Theatre,39.75694444444444,54.395833333333336,47.076388888888886,33.87103096944444,-80.268287025
Charleston,Film,27.25,37.25,32.25,32.788311,-79.936803
Charleston,Miscellaneous,27.0,69.72727272727273,48.36363636363637,38.3552473,-81.6415273
Charleston,Music,32.23903225806452,50.55086021505376,41.39494623655914,33.211053118279565,-80.06482930752688
Charleston,Sports,117.09677419354838,195.09677419354838,156.09677419354838,33.747573177419355,-80.18227537096774
Charlotte,Arts & Theatre,46.625,122.11607142857143,84.37053571428571,35.21214114642857,-80.80724458571429
Charlotte,Miscellaneous,20.625,46.125,33.375,35.231497525,-80.8328111
Charlotte,Music,39.6114,87.44806666666666,63.529733333333326,35.234293862,-80.83192961533334
Charlotte,Sports,29.800588235294118,469.4632352941176,249.6319117647059,35.21664595441177,-80.82108230294118
Charlottesville,Miscellaneous,70.25,91.5,80.875,38.0458774,-78.5066485
Charlottesville,Music,26.96484375,40.06625,33.515546875,38.031518516874996,-78.4829218053125
Charlottesville,Sports,25.0,55.0,40.0,38.0458774,-78.5066485
Chattanooga,Arts & Theatre,43.53936170212766,90.75553191489362,67.14744680851064,35.047240080051914,-85.3056924447149
Chattanooga,Film,12.0,12.0,12.0,35.048049,-85.305659
Chattanooga,Miscellaneous,50.0,125.0,87.5,35.048045,-85.305659
Chattanooga,Music,34.71542857142857,67.17085714285714,50.94314285714286,35.04453035651228,-85.30580496229143
Cherokee,Arts & Theatre,39.75,62.25,51.0,35.4698781,-83.2995036
Cherokee,Music,61.07142857142857,96.78571428571429,78.92857142857143,35.4698781,-83.2995036
Chicago,Arts & Theatre,48.58133620689655,144.0684051724138,96.32487068965517,41.894242676422415,-87.63447900245689
Chicago,Miscellaneous,30.766666666666666,114.46666666666667,72.61666666666666,41.882024906666665,-87.65443062266667
Chicago,Music,36.782077464788735,99.2293661971831,68.00572183098592,41.4335507812324,-86.66724647827465
Chicago,Sports,49.01428571428571,695.9292857142858,372.4717857142857,41.880936410857146,-87.670382473
Chico,Music,54.714,54.714,54.714,39.728992,-121.83846439999999
Cincinnati,Arts & Theatre,46.27205882352941,131.08823529411765,88.68014705882354,39.10648402941177,-84.50804832352941
Cincinnati,Miscellaneous,23.9875,170.57083333333333,97.27916666666665,39.09782991666667,-84.50486816666667
Cincinnati,Music,33.57876923076923,109.69415384615384,71.63646153846153,39.12035939430769,-84.507096706
Cincinnati,Sports,20.470882352941175,61.88235294117647,41.176617647058826,39.097929,-84.504088
Clarkston,Arts & Theatre,39.5,179.5,109.5,42.75098483,-83.3802299
Clarkston,Music,49.9375,272.5625,161.25,42.75098483,-83.3802299
Clarksville,Arts & Theatre,61.0,61.0,61.0,36.5294544,-87.3797541
Clarksville,Miscellaneous,30.0,83.0,56.5,36.5294544,-87.3797541
Clarksville,Music,27.866666666666664,87.62333333333333,57.745000000000005,36.5467547,-87.40027620000001
Clarksville,Sports,13.173913043478262,54.56521739130435,33.869565217391305,36.52956298695652,-87.37197763043478
Clemson,Sports,5.0,64.28571428571429,34.642857142857146,34.679285,-82.8476032
Cleveland,Arts & Theatre,35.083333333333336,80.80555555555556,57.94444444444444,41.525836444444444,-81.63337233333333
Cleveland,Miscellaneous,125.0,125.0,125.0,41.50603554,-81.69956958
Cleveland,Music,23.455882352941178,41.00735294117647,32.231617647058826,41.52048648588236,-81.65087983382352
Cleveland,Sports,58.0,998.0,528.0,41.50603554,-81.69956958
Cleveland Heights,Arts & Theatre,40.0,40.0,40.0,41.508513,-81.580335
Cleveland Heights,Music,18.13266666666667,21.13266666666667,19.63266666666667,41.508485666666665,-81.58039845333334
Clive,Music,35.0,59.5,47.25,41.611827,-93.758402
Coachella,Arts & Theatre,55.0,125.0,90.0,33.7102286,-116.1828984
Coachella,Music,43.333333333333336,116.66666666666667,80.0,33.7102286,-116.1828984
Coconut Creek,Music,67.5,122.5,95.0,26.278126,-80.200428
Cohoes,Music,29.75,69.5,49.625,42.7742446,-73.7001187
College Park,Music,85.0,125.0,105.0,33.645576,-84.457475
College Park,Sports,14.0,122.25,68.125,33.645576,-84.457475
Colorado Springs,Music,28.4975,47.42,37.958749999999995,38.87615544168778,-104.79132267116387
Colorado Springs,Sports,29.0,85.0,57.0,38.84908826,-104.8254596
Columbia,Arts & Theatre,79.73026315789474,87.92927631578948,83.82976973684211,38.82383861381579,-77.6693711625
Columbia,Miscellaneous,20.0,96.42857142857143,58.214285714285715,33.9942619,-81.036104
Columbia,Music,28.9354054054054,75.73283783783783,52.33412162162162,36.62162167702702,-86.3583299581081
Columbia,Sports,23.295454545454547,53.65909090909091,38.47727272727273,35.342841536363636,-84.12258478181819
Columbus,Arts & Theatre,38.28846153846154,116.025,77.15673076923078,39.82304726596154,-83.04008259211538
Columbus,Miscellaneous,25.4375,131.02083333333334,78.22916666666667,39.98226704,-83.01254405333334
Columbus,Music,29.77952380952381,53.339166666666664,41.55934523809524,39.98305942583333,-82.9989770775
Columbus,Sports,18.626288659793815,86.45103092783505,52.53865979381443,39.04834271546392,-83.25684183247424
Commerce City,Music,60.0,210.0,135.0,39.805674,-104.891082
Concord,Sports,34.166666666666664,86.66666666666667,60.416666666666664,35.350853,-80.683615
Coral Gables,Music,35.0,300.0,167.5,25.7150805,-80.2791777
Corbin,Arts & Theatre,35.0,55.0,45.0,36.9486986,-84.0968761
Corbin,Miscellaneous,25.0,264.0,144.5,36.9486986,-84.0968761
Corbin,Music,45.375,76.625,61.0,36.9486986,-84.0968761
Corbin,Sports,18.4,65.8,42.1,36.9486986,-84.0968761
Corinth,Music,39.0,69.0,54.0,34.911587,-88.547744
Corona,Music,51.965,113.235,82.6,33.8511,117.55648
Corpus Christi,Arts & Theatre,50.0625,94.4375,72.25,27.8088984,-97.3935427
Corpus Christi,Miscellaneous,33.0,108.0,70.5,27.8088984,-97.3935427
Corpus Christi,Music,31.0,136.0,83.5,27.8088984,-97.3935427
Corpus Christi,Sports,15.428571428571429,40.035714285714285,27.732142857142858,27.8088984,-97.3935427
Costa Mesa,Music,41.95,41.95,41.95,33.64245,-117.91764
Council Bluffs,Arts & Theatre,12.0,40.0,26.0,41.23737581,-95.89023198
Council Bluffs,Sports,25.0,25.0,25.0,41.23737581,-95.89023198
Covington ,Music,5.6,5.6,5.6,39.08258,-84.50955
Cuyahoga Falls,Arts & Theatre,40.0,159.5,99.75,41.1913469,-81.5607834
Cuyahoga Falls,Music,51.166666666666664,170.16666666666666,110.66666666666667,41.1913469,-81.5607834
Cypress,Music,35.0,100.0,67.5,33.81018,-118.03968
Dallas,Arts & Theatre,25.46377245508982,90.23323353293414,57.84850299401198,32.77952919916167,-96.78564430359282
Dallas,Miscellaneous,60.0,60.0,60.0,32.78521325,-96.80851279
Dallas,Music,34.43546875,71.95109375,53.19328125,32.784037948515625,-96.80621127507813
Dallas,Sports,46.72950819672131,2463.401639344262,1255.0655737704917,32.79067196,-96.81081803
Darien Center,Arts & Theatre,29.5,149.5,89.5,42.91319987,-78.38933898
Darien Center,Music,29.75,149.75,89.75,42.91319987,-78.38933898
Davenport,Arts & Theatre,36.625,103.3,69.9625,41.5224552,-90.5734902
Davenport,Film,29.0,54.0,41.5,41.5224552,-90.5734902
Davenport,Music,35.0,67.0,51.0,41.5224552,-90.5734902
Dayton,Miscellaneous,38.0,416.0,227.0,39.7765695,-84.0692765
Dayton,Music,26.830000000000002,66.99666666666667,46.913333333333334,39.76439873333334,-84.10803026666667
Dayton,Sports,14.666666666666666,32.0,23.333333333333332,39.75507845,-84.13454345
Daytona Beach,Arts & Theatre,41.154761904761905,69.1547619047619,55.154761904761905,29.227053428571427,-81.01060994761905
Daytona Beach,Miscellaneous,25.0,286.0,155.5,29.228162,-81.0119689
Daytona Beach,Music,45.2,76.55,60.875,29.226998,-81.010542
Daytona Beach,Sports,5.0,20.0,12.5,29.228311,-81.0519416
Deadwood,Music,33.2,96.2,64.7,44.37482821,-103.73084736000001
Del Mar,Music,48.3421052631579,80.07894736842105,64.21052631578948,32.9758,-117.2583
Delray Beach,Sports,65.6,361.3333333333333,213.46666666666667,26.46249,-80.075479
Denver,Arts & Theatre,40.91341463414634,74.89512195121951,57.90426829268292,39.74522935560976,-104.99207798121951
Denver,Film,35.0,75.0,55.0,39.744362,-104.990271
Denver,Miscellaneous,20.0,140.0,80.0,39.74724,-105.010166
Denver,Music,42.799689119170985,71.5139378238342,57.15681347150259,39.750501881347155,-104.99365757176166
Denver,Sports,50.891891891891895,2054.108108108108,1052.5,39.747011148648646,-105.01083904054053
Des Moines,Arts & Theatre,34.267857142857146,78.01785714285714,56.142857142857146,41.588643,-93.638339
Des Moines,Miscellaneous,27.0,97.0,62.0,41.588643,-93.638339
Des Moines,Music,37.523809523809526,71.23809523809524,54.38095238095238,41.588643,-93.638339
Destin,Music,18.246666666666666,24.666666666666668,21.456666666666667,30.3874288,-86.4317279
Detroit,Arts & Theatre,42.89242424242424,120.22575757575757,81.5590909090909,42.34999975757576,-83.06766067272727
Detroit,Miscellaneous,21.5,110.0,65.75,42.34021459,-83.05403700000001
Detroit,Music,37.682529411764705,81.11635294117647,59.39944117647059,42.36216319705882,-83.07991260470588
Detroit,Sports,45.56043956043956,1153.5104395604396,599.5354395604395,42.34353625274725,-83.05966804395605
Dodge City,Miscellaneous,31.0,303.0,167.0,37.76666084,-100.06199599
Dodge City,Music,42.0,67.0,54.5,37.76666084,-100.06199599
Dubuque,Arts & Theatre,26.0,76.4,51.2,42.497614,-90.6654504
Dubuque,Music,25.4,43.4,34.4,42.5014854,-90.66118412
Dubuque,Sports,21.0,30.0,25.5,42.497614,-90.6654504
Duluth,Arts & Theatre,34.8125,75.0234375,54.91796875,38.7841114375,-87.09376225
Duluth,Miscellaneous,29.95,169.55,99.75,41.66242684,-88.89558231999999
Duluth,Music,33.175483870967746,121.28032258064516,77.22790322580646,38.525202645161286,-86.93425729032256
Duluth,Sports,17.568627450980394,45.15686274509804,31.362745098039216,38.00025648039216,-86.60307050980391
Dunedin,Sports,18.3125,48.625,33.46875,28.00359726,-82.78688049
Dunwoody,Music,0.0,0.0,0.0,33.9418241,-84.3395227
Durant,Arts & Theatre,77.0,177.0,127.0,33.952206,-96.414088
Durant,Music,50.09375,102.65625,76.375,33.952206,-96.414088
