event_id,event_name,event_type,event_url,locale,start_date,start_time,timezone,status,venue_id,venue_name,venue_city,venue_state,venue_country,venue_address,venue_postal_code,venue_latitude,venue_longitude,segment_name,genre_name,sub_genre_name,attraction_id,attraction_name,min_price,max_price,currency
G5dYZb6MeRvaX,Christmas Spectacular Starring The Radio City Rockettes,event,https://www.ticketmaster.com/christmas-spectacular-starring-the-radio-city-new-york-new-york-12-02-2024/event/3C00607DC2BC127E,en-us,2024-12-02,14:00:00,America/New_York,onsale,KovZpZAE7vdA,Radio City Music Hall,New York,New York,United States Of America,1260 6th Avenue,10020,40.75991360,-73.98039810,Arts & Theatre,Theatre,Musical,K8vZ9171K10,Christmas Spectacular Starring The Radio City Rockettes,70.0,200.0,USD
Za5ju3rKuqZDd4NzUpW7vablyhXQrrn0Y2,2024 Courage Credential Game 15,event,,en-us,2024-12-02,14:00:00,America/New_York,offsale,Za5ju3rKuqZDv9YtexgIydTb9f33Z3ocZt,WakeMed Soccer Park,Cary,North Carolina,United States Of America,101 Soccer Park Dr,27511,35.788405,-78.752006,,,,,,,,
Za5ju3rKuqZDd7kP_EVUaFQIygbc1XTXwU,Shark Reef Aquarium,event,,en-us,2024-12-02,11:00:00,America/Los_Angeles,offsale,Za5ju3rKuqZDeFydbojccenhe0ZKOhuimR,Shark Reef,Las Vegas,Nevada,United States Of America,3950 S Las Vegas Blvd,89119,36.092397,-115.175983999999985,,,,,,,,
Z7r9jZ1A7Gdog,Matthew Boyce???s Retro Christmas Spectacular,event,https://www.ticketmaster.com/event/Z7r9jZ1A7Gdog,en-us,2024-12-02,14:00:00,,onsale,Z7r9jZa7Mx,Americana Theatre,Branson,Missouri,United States Of America,2905 W 76 Country Blvd,65616,36.685799000,-93.263802000,Undefined,,,Z7r9jZ177vCk,Matthew Boyce???s Retro Christmas Spectacular,,,
Z7r9jZ1A7at1Z,Hot Rods and High Heels,event,https://www.ticketmaster.com/event/Z7r9jZ1A7at1Z,en-us,2024-12-02,14:00:00,,onsale,Z7r9jZaAq9,Clay Cooper Theatre,Branson,Missouri,United States Of America,3216 W 76 Country Blvd,65616,36.685799000,-93.263802000,Undefined,,,Z7r9jZabu3,Hot Rods and High Heels,,,
Za5ju3rKuqZDdiQTqp5Loknn6EqH1kSY8n,"GEODIS Park Stadium Tours - Monday, December 2nd",event,,en-us,2024-12-02,14:00:00,America/Chicago,offsale,Za5ju3rKuqZDdlKdYg55tvJzZT4-gvVryg,GEODIS Park,Nashville,Tennessee,United States Of America,501 Benton Ave,37204,36.134157000000006,-86.760978,,,,,,,,
Za5ju3rKuqZDexOkJlge4eUQBJEYC6SMBp,Shark Reef Aquarium,event,,en-us,2024-12-02,12:00:00,America/Los_Angeles,offsale,Za5ju3rKuqZDeFydbojccenhe0ZKOhuimR,Shark Reef,Las Vegas,Nevada,United States Of America,3950 S Las Vegas Blvd,89119,36.092397,-115.175983999999985,,,,,,,,
LvZ18_LvDPaAN0ZZvR3lH,Immersive Van Gogh - Las Vegas 2024,event,https://www.universe.com/events/immersive-van-gogh-las-vegas-2024-tickets-WKNLC6?ref=ticketmaster,en-us,2024-12-02,12:30:00,America/Los_Angeles,onsale,KovZ917AJRQ,Lighthouse Las Vegas at the Crystals Mall,Las Vegas,Nevada,United States Of America,3720 S Las Vegas Blvd,89158,36.10796594,-115.17447550,Arts & Theatre,Fine Art,Fine Art,K8vZ917_1HV,Van Gogh - Las Vegas,,,USD
Za5ju3rKuqZDenhacdR_oGWFJjDPFNwLek,Shark Reef Aquarium,event,,en-us,2024-12-02,13:00:00,America/Los_Angeles,offsale,Za5ju3rKuqZDeFydbojccenhe0ZKOhuimR,Shark Reef,Las Vegas,Nevada,United States Of America,3950 S Las Vegas Blvd,89119,36.092397,-115.175983999999985,,,,,,,,
Za5ju3rKuqZDvdazCbhOuAi_eiliRgGLs5,12/02/2024 Guided Stadium Tour,event,,en-us,2024-12-02,16:00:00,America/New_York,offsale,Za5ju3rKuqZDd54y6mArWkkBAM80k7_Bp2,GEHA Field @ Arrowhead Stadium,Kansas City,Missouri,United States Of America,One Arrowhead Dr,64129,39.0489,-94.4839000000000119,,,,,,,,
LvZ18_LvDPaAN0ZZvR3lW,Immersive Van Gogh - Las Vegas 2024,event,https://www.universe.com/events/immersive-van-gogh-las-vegas-2024-tickets-WKNLC6?ref=ticketmaster,en-us,2024-12-02,13:30:00,America/Los_Angeles,onsale,KovZ917AJRQ,Lighthouse Las Vegas at the Crystals Mall,Las Vegas,Nevada,United States Of America,3720 S Las Vegas Blvd,89158,36.10796594,-115.17447550,Arts & Theatre,Fine Art,Fine Art,K8vZ917_1HV,Van Gogh - Las Vegas,,,USD
Za5ju3rKuqZDv1RnuuSmsvFnl66du1-7UP,Broncos Game License Fee,event,,en-us,2024-12-02,14:30:00,America/Denver,offsale,Za5ju3rKuqZBftXPnAhoayzyNVTXCmjbl,Empower Field at Mile High,Denver,Colorado,United States Of America,1701 Bryant ST.,80204,39.743853,-105.020127,,,,,,,,
Za5ju3rKuqZDv0r2nz8Y-7-hDi2nWBKcfm,BILLING NAME,event,,en-us,2024-12-02,16:44:00,America/New_York,offsale,Za5ju3rKuqZDdCnNKcZbtksyVnKAPHH7ep,Hartford HealthCare Amphitheat,Bridgeport,Connecticut,United States Of America,500 Broad Street,06604,41.17021,-73.18778,,,,,,,,
LvZ18_lV5zMqLd8ZvkThP,Tianyu Lights Festival NYC,event,https://www.universe.com/events/tianyu-lights-festival-nyc-tickets-KC65Z9?ref=ticketmaster,en-us,2024-12-02,17:00:00,America/New_York,onsale,KovZpZAalvtA,Citi Field,Queens,New York,United States Of America,41 Seaver Way,11368,40.75800500,-73.84459900,Arts & Theatre,Cultural,Cultural,K8vZ917q7P7,Tianyu Lights Festival,,,USD
LvZ18_wAGEk-46ZZvUvaW,Frosty's Christmas Bar | NYC Times Square 🗽🎄,event,https://www.universe.com/events/frostys-christmas-bar-nyc-times-square-tickets-7NSXHD?ref=ticketmaster,en-us,2024-12-02,17:00:00,America/New_York,onsale,KovZ917AYFO,Bacall's,New York,New York,United States Of America,220 W 44th St,10036,40.75791237,-73.98704654,Miscellaneous,Holiday,Holiday,K8vZ917hXMV,Frosty's Christmas Bar - New York,,,USD
Za5ju3rKuqZDeiLlCMxz4aCljiDQJ3p8f9,Shark Reef Aquarium,event,,en-us,2024-12-02,14:00:00,America/Los_Angeles,offsale,Za5ju3rKuqZDeFydbojccenhe0ZKOhuimR,Shark Reef,Las Vegas,Nevada,United States Of America,3950 S Las Vegas Blvd,89119,36.092397,-115.175983999999985,,,,,,,,
Za5ju3rKuqZDvAm6ZdliA7y5zDTLxzzEU9,"Patriots Hall of Fame -  December 2, 2024",event,,en-us,2024-12-02,17:00:00,America/New_York,offsale,Za5ju3rKuqZDePwpIrimsC_hp31lLsQCae,GA events,Foxborough,Massachusetts,United States Of America,1 Patriot Place,02035,42.0909,-71.2643,,,,,,,,
k7vGFbuKtVbxa,"Sullivan 180 Walk-thru Mondays At Peace, Love & Lights",event,https://www.ticketmaster.com/sullivan-180-walkthru-mondays-at-peace-bethel-new-york-12-02-2024/event/000060D4E9D18889,en-us,2024-12-02,17:00:00,America/New_York,onsale,KovZpZAEAd1A,Bethel Woods Center for the Arts,Bethel,New York,United States Of America,200 Hurd Road ,12720,41.69688884,-74.87797380,Miscellaneous,Family,Other,K8vZ917_dp7,"Peace, Love & Lights",12.0,12.0,USD
rZ7HnEZ1AfZxpK,HOLIDAY VEGAN MARKET,event,https://www.ticketweb.com/event/holiday-vegan-market-the-winchester-tickets/14022593,en-us,2024-12-02,17:00:00,America/New_York,onsale,rZ7HnEZ173A8A,The Winchester,Lakewood,Ohio,United States Of America,12112 Madison Ave,44107,41.477055,-81.7735853,Miscellaneous,,,,,0.0,0.0,USD
G5vzZb1UbOv0d,Denver Broncos v Cleveland Browns VIP Tailgate,event,https://www.ticketmaster.com/denver-broncos-v-cleveland-browns-vip-denver-colorado-12-02-2024/event/1E0060AD98801903,en-us,2024-12-02,15:15:00,America/Denver,onsale,KovZpa3Wne,Empower Field At Mile High,Denver,Colorado,United States Of America,1701 Bryant St.,80204,39.743853,-105.020127,Sports,Football,NFL,K8vZ9171og7,Denver Broncos,135.0,135.0,USD
LvZ18_wAGEk-46ZZvUvaX,Frosty's Christmas Bar | NYC Times Square 🗽🎄,event,https://www.universe.com/events/frostys-christmas-bar-nyc-times-square-tickets-7NSXHD?ref=ticketmaster,en-us,2024-12-02,17:15:00,America/New_York,onsale,KovZ917AYFO,Bacall's,New York,New York,United States Of America,220 W 44th St,10036,40.75791237,-73.98704654,Miscellaneous,Holiday,Holiday,K8vZ917hXMV,Frosty's Christmas Bar - New York,,,USD
Za5ju3rKuqZDvnsPdAa9u1etr8nw8S9BIk,Chalk Talk : Seperate Game Ticket Required,event,,en-us,2024-12-02,17:15:00,America/New_York,offsale,Za5ju3rKuqZDe_dQX3GtyayzqzEaarcP6n,State Farm Arena,Atl,Georgia,United States Of America,1 State Farm Dr.,30303,33.7571277,-84.3965818999999881,,,,,,,,
LvZ18_lV5zMqLd8ZvkThJ,Tianyu Lights Festival NYC,event,https://www.universe.com/events/tianyu-lights-festival-nyc-tickets-KC65Z9?ref=ticketmaster,en-us,2024-12-02,17:30:00,America/New_York,onsale,KovZpZAalvtA,Citi Field,Queens,New York,United States Of America,41 Seaver Way,11368,40.75800500,-73.84459900,Arts & Theatre,Cultural,Cultural,K8vZ917q7P7,Tianyu Lights Festival,,,USD
LvZ18_wAGEk-46ZZvUvaT,Frosty's Christmas Bar | NYC Times Square 🗽🎄,event,https://www.universe.com/events/frostys-christmas-bar-nyc-times-square-tickets-7NSXHD?ref=ticketmaster,en-us,2024-12-02,17:30:00,America/New_York,onsale,KovZ917AYFO,Bacall's,New York,New York,United States Of America,220 W 44th St,10036,40.75791237,-73.98704654,Miscellaneous,Holiday,Holiday,K8vZ917hXMV,Frosty's Christmas Bar - New York,,,USD
Za5ju3rKuqZDe8W8WNzycFCDWyz-XSQIP4,Inside Edge Meet the Team,event,,en-us,2024-12-02,17:30:00,America/New_York,offsale,Za5ju3rKuqZBXdggYYpv5yI0z6dFwFXDC,Wells Fargo Center,Philadelphia,Pennsylvania,United States Of America,3601 South Broad St,19145,39.904551,-75.1736273000000119,,,,,,,,
rZ7HnEZ1AKpaa7,Vince Giordano and the Nighthawks,event,https://www.ticketweb.com/event/vince-giordano-and-the-nighthawks-birdland-theater-tickets/13589244,en-us,2024-12-02,17:30:00,America/New_York,onsale,rZ7HnEZ174KrF,Birdland Theater,New York,New York,United States Of America,315 West 44th Street,10036,40.7590167,-73.9896861,Music,Rock,Pop,K8vZ917uP3V,Vince Giordano and the Nighthawks,24.91,45.76,USD
LvZ18_wAGEk-46ZZvUv1Z,Frosty's Christmas Bar | NYC Times Square 🗽🎄,event,https://www.universe.com/events/frostys-christmas-bar-nyc-times-square-tickets-7NSXHD?ref=ticketmaster,en-us,2024-12-02,17:45:00,America/New_York,onsale,KovZ917AYFO,Bacall's,New York,New York,United States Of America,220 W 44th St,10036,40.75791237,-73.98704654,Miscellaneous,Holiday,Holiday,K8vZ917hXMV,Frosty's Christmas Bar - New York,,,USD
LvZ18_YOzHOY6rOZvcjbu,Light Of Christmas Drive Thru,event,https://www.universe.com/events/light-of-christmas-drive-thru-tickets-5BGL13?ref=ticketmaster,en-us,2024-12-02,17:00:00,America/Chicago,onsale,KovZpaFPJe,Rate Field,Chicago,Illinois,United States Of America,333 W 35th St,60616,41.83087610,-87.63519500,Miscellaneous,Holiday,Holiday,K8vZ917q2sf,Light of Christmas Drive Thru,,,USD
LvZ18_lV5zMqLd8ZvkThE,Tianyu Lights Festival NYC,event,https://www.universe.com/events/tianyu-lights-festival-nyc-tickets-KC65Z9?ref=ticketmaster,en-us,2024-12-02,18:00:00,America/New_York,onsale,KovZpZAalvtA,Citi Field,Queens,New York,United States Of America,41 Seaver Way,11368,40.75800500,-73.84459900,Arts & Theatre,Cultural,Cultural,K8vZ917q7P7,Tianyu Lights Festival,,,USD
LvZ18_nmLx7zG08ZvX9Rp,"NoogaLights at the Choo Choo, a Christmas Walk-Thru Light Show",event,https://www.universe.com/events/noogalights-at-the-choo-choo-a-christmas-walk-thru-light-show-tickets-7LR01Z?ref=ticketmaster,en-us,2024-12-02,18:00:00,America/New_York,onsale,KovZpZAdlt1A,Chattanooga Choo Choo,Chattanooga,Tennessee,United States Of America,1400 Market Street,37402,35.03682000,-85.30408900,Miscellaneous,Holiday,Holiday,K8vZ917qv1f,NoogaLights,,,USD
LvZ18_rWx_Bs6g8ZvNtn5,Las Vegas - Immersive Disney Animation,event,https://www.universe.com/events/las-vegas-immersive-disney-animation-tickets-KDWR27?ref=ticketmaster,en-us,2024-12-02,15:00:00,America/Los_Angeles,onsale,KovZ917AJRQ,Lighthouse Las Vegas at the Crystals Mall,Las Vegas,Nevada,United States Of America,3720 S Las Vegas Blvd,89158,36.10796594,-115.17447550,Miscellaneous,Undefined,Undefined,K8vZ917Qs70,Disney Animation: Immersive Experience - Las Vegas,,,USD
LvZ18_wAGEk-46ZZvUv1v,Frosty's Christmas Bar | NYC Times Square 🗽🎄,event,https://www.universe.com/events/frostys-christmas-bar-nyc-times-square-tickets-7NSXHD?ref=ticketmaster,en-us,2024-12-02,18:00:00,America/New_York,onsale,KovZ917AYFO,Bacall's,New York,New York,United States Of America,220 W 44th St,10036,40.75791237,-73.98704654,Miscellaneous,Holiday,Holiday,K8vZ917hXMV,Frosty's Christmas Bar - New York,,,USD
LvZ18_wRLZDIhp8Zv2ttx,Frosty's A Christmas Bar Houston,event,https://www.universe.com/events/frostys-a-christmas-bar-houston-tickets-PJNZ9F?ref=ticketmaster,en-us,2024-12-02,17:00:00,America/Chicago,onsale,KovZ917AYFh,Frosty's Chrismas Bar - Houston,Houston,Texas,United States Of America,2106 Dallas St Suite 100,77003,29.74940600,-95.35655900,Miscellaneous,Holiday,Holiday,K8vZ917qjb7,Frosty's Christmas Bar - Houston,,,USD
LvZ18_wVjKl_FZOZvQQGB,Santa's Secret Tree house 🎅🏻 | Ages : 21+,event,https://www.universe.com/events/santas-secret-tree-house-ages-21-tickets-3HV2Q6?ref=ticketmaster,en-us,2024-12-02,17:00:00,America/Chicago,onsale,KovZ917AYFP,Tree House Chicago,Chicago,Illinois,United States Of America,149 W Kinzie St,60654,41.88888700,-87.63307600,Miscellaneous,Holiday,Holiday,K8vZ917qqHV,Santa's Secret Treehouse,,,USD
LvZ18_wfbeOpw5ZZveSmu,Frosty's A Christmas Bar Chicago,event,https://www.universe.com/events/frostys-a-christmas-bar-chicago-tickets-QDF1SZ?ref=ticketmaster,en-us,2024-12-02,17:00:00,America/Chicago,onsale,KovZ917Axjz,Frosty's Christmas Bar,Chicago,Illinois,United States Of America,809 W Evergreen Ave,60642,41.90779500,-87.67389800,Miscellaneous,Holiday,Holiday,K8vZ917hXTV,Frosty's Christmas Bar - Chicago,,,USD
Z7r9jZ1A7CZv_,Blippi The Musical,event,https://www.ticketmaster.com/event/Z7r9jZ1A7CZv_,en-us,2024-12-02,18:00:00,,onsale,ZFr9jZev1F,Miller Auditorium,Kalamazoo,Michigan,United States Of America,1201 Oliver St.,49008,42.258099000,-85.615402000,Arts & Theatre,Miscellaneous,Miscellaneous,K8vZ917b-c7,Blippi Live!,,,
Z7r9jZ1A7aJa4,Escape Reality,event,https://www.ticketmaster.com/event/Z7r9jZ1A7aJa4,en-us,2024-12-02,17:00:00,,onsale,Z7r9jZaAqU,Hughes Brothers Theatre,Branson,Missouri,United States Of America,3425 West 76 Country Blvd,65616,36.685799000,-93.263802000,Arts & Theatre,Miscellaneous,Miscellaneous,Z7r9jZaCn3,Escape Reality,,,
Za5ju3rKuqZDdQX_Ie0Qg2gF6tldjHN3jI,Shark Reef Aquarium,event,,en-us,2024-12-02,15:00:00,America/Los_Angeles,offsale,Za5ju3rKuqZDeFydbojccenhe0ZKOhuimR,Shark Reef,Las Vegas,Nevada,United States Of America,3950 S Las Vegas Blvd,89119,36.092397,-115.175983999999985,,,,,,,,
Za5ju3rKuqZDelpAbxZkAevFTWwPN0UVT8,2024 Blue's Birthday Bash,event,,en-us,2024-12-02,18:00:00,America/New_York,offsale,Za5ju3rKuqZDvXbCfk3VtAfQD3DqF2McW7,Children's Museum,Indianapolis,Indiana,United States Of America,3000 N. Meridian St.,46208,39.811927,-86.1585769,,,,,,,,
k7v17b3CaG7w-dQ,Canisius University Women's Basketball vs. Illinois,event,https://www.ticketmaster.com/canisius-university-womens-basketball-vs-illinois-buffalo-new-york-12-02-2024/event/0000612389CA10DA,en-us,2024-12-02,18:00:00,America/New_York,onsale,KovZpZAdnEEA,Koessler Athletic Center At Canisius University,Buffalo,New York,United States Of America,2001 Main Street,14208,42.92521000,-78.85366200,Sports,Basketball,College,K8vZ9171ndV,Canisius University Women's Basketball,10.0,10.0,USD
k7v17bpp7G7yOBz,Roc Nation School Beat Battle,event,https://concerts.livenation.com/roc-nation-school-beat-battle-brooklyn-new-york-12-02-2024/event/0000616584E60EB8,en-us,2024-12-02,18:00:00,America/New_York,onsale,KovZpZA77ldA,Brooklyn Paramount,Brooklyn,New York,United States Of America,385 Flatbush Ave. Extension,11201,40.69137302,-73.98124051,Miscellaneous,Hobby/Special Interest Expos,Hobby/Special Interest Expos,,,25.0,25.0,USD
rZ7HnEZ1AKJ78K,In a Violent Nature,event,https://www.ticketweb.com/event/in-a-violent-nature-williams-center-cinema-tickets/13984413,en-us,2024-12-02,18:00:00,America/New_York,onsale,rZ7HnEZ17_VqS,Williams Center - Cinema Underground - Rutherford,Rutherford,New Jersey,United States Of America,15 Sylvan Street,07070,40.827110,-74.103330,Undefined,,,,,15.0,15.0,USD
vv17fZbfGklJz48C,"OMEGA X US TOUR ""ISLAND: Beyond The Horizon""",event,https://concerts.livenation.com/omega-x-us-tour-island-beyond-cleveland-ohio-12-02-2024/event/0500614AE6E1540E,en-us,2024-12-02,18:00:00,America/New_York,cancelled,KovZpZAEAA1A,House of Blues Cleveland,Cleveland,Ohio,United States Of America,308 Euclid Avenue,44114,41.49949386,-81.69102610,Music,World,World,K8vZ917QtLf,OMEGA X,40.0,149.0,USD
vv1AAZk7PGkdhBShz,Indiana Mad Ants vs. Windy City Bulls,event,https://www.ticketmaster.com/indiana-mad-ants-vs-windy-city-indianapolis-indiana-12-02-2024/event/05006125DBEB36F8,en-us,2024-12-02,18:00:00,America/Indianapolis,onsale,KovZpZA6keIA,Gainbridge Fieldhouse,Indianapolis,Indiana,United States Of America,125 S. Pennsylvania St.,46204,39.76406400,-86.15550700,Sports,Basketball,Minor League,K8vZ917G6v7,Indiana Mad Ants,10.0,10.0,USD
LvZ18_wAGEk-46ZZvUv1e,Frosty's Christmas Bar | NYC Times Square 🗽🎄,event,https://www.universe.com/events/frostys-christmas-bar-nyc-times-square-tickets-7NSXHD?ref=ticketmaster,en-us,2024-12-02,18:15:00,America/New_York,onsale,KovZ917AYFO,Bacall's,New York,New York,United States Of America,220 W 44th St,10036,40.75791237,-73.98704654,Miscellaneous,Holiday,Holiday,K8vZ917hXMV,Frosty's Christmas Bar - New York,,,USD
LvZ18_wVjKl_FZOZvQQGD,Santa's Secret Tree house 🎅🏻 | Ages : 21+,event,https://www.universe.com/events/santas-secret-tree-house-ages-21-tickets-3HV2Q6?ref=ticketmaster,en-us,2024-12-02,17:15:00,America/Chicago,onsale,KovZ917AYFP,Tree House Chicago,Chicago,Illinois,United States Of America,149 W Kinzie St,60654,41.88888700,-87.63307600,Miscellaneous,Holiday,Holiday,K8vZ917qqHV,Santa's Secret Treehouse,,,USD
LvZ18_YOzHOY6rOZvcjbC,Light Of Christmas Drive Thru,event,https://www.universe.com/events/light-of-christmas-drive-thru-tickets-5BGL13?ref=ticketmaster,en-us,2024-12-02,17:20:00,America/Chicago,onsale,KovZpaFPJe,Rate Field,Chicago,Illinois,United States Of America,333 W 35th St,60616,41.83087610,-87.63519500,Miscellaneous,Holiday,Holiday,K8vZ917q2sf,Light of Christmas Drive Thru,,,USD
1AvfZbpGkYTCEB0,Georgetown Hoyas Men's Basketball vs. UMBC Retrievers Men's Basketball,event,https://www.ticketmaster.com/georgetown-hoyas-mens-basketball-vs-umbc-washington-district-of-columbia-12-02-2024/event/1500616C3F3A7EA4,en-us,2024-12-02,18:30:00,America/New_York,onsale,KovZpaKuJe,Capital One Arena,Washington,District of Columbia,United States Of America,601 F Street NW,20004,38.89741200,-77.02002900,Sports,Basketball,College,K8vZ9171rzf,Georgetown Hoyas Men's Basketball,5.0,312.0,USD
LvZ18_lV5zMqLd8ZvkThI,Tianyu Lights Festival NYC,event,https://www.universe.com/events/tianyu-lights-festival-nyc-tickets-KC65Z9?ref=ticketmaster,en-us,2024-12-02,18:30:00,America/New_York,onsale,KovZpZAalvtA,Citi Field,Queens,New York,United States Of America,41 Seaver Way,11368,40.75800500,-73.84459900,Arts & Theatre,Cultural,Cultural,K8vZ917q7P7,Tianyu Lights Festival,,,USD
LvZ18_wAGEk-46ZZvUv1d,Frosty's Christmas Bar | NYC Times Square 🗽🎄,event,https://www.universe.com/events/frostys-christmas-bar-nyc-times-square-tickets-7NSXHD?ref=ticketmaster,en-us,2024-12-02,18:30:00,America/New_York,onsale,KovZ917AYFO,Bacall's,New York,New York,United States Of America,220 W 44th St,10036,40.75791237,-73.98704654,Miscellaneous,Holiday,Holiday,K8vZ917hXMV,Frosty's Christmas Bar - New York,,,USD
